org;1.3
saTR069ClientAcsPassword;1.3.6.1.4.1.1429.79.6.1.4
saTR069ClientCrUsername;1.3.6.1.4.1.1429.79.6.1.5
saTR069ClientCrPassword;1.3.6.1.4.1.1429.79.6.1.6
saTR069ClientPeriodicInform;1.3.6.1.4.1.1429.79.6.1.7
saTR069ClientPeriodicInformInterval;1.3.6.1.4.1.1429.79.6.1.8
saTR069ClientAllowDocsisConfig;1.3.6.1.4.1.1429.79.6.1.9
saTR069ClientConnReqUrl;1.3.6.1.4.1.1429.79.6.1.10
saTR069ClientAcsControlPanelUrl;1.3.6.1.4.1.1429.79.6.1.11
saTR069ClientDeviceIdentifier;1.3.6.1.4.1.1429.79.6.1.12
ucdavis;1.3.6.1.4.1.2021
prTable;1.3.6.1.4.1.2021.2
prEntry;1.3.6.1.4.1.2021.2.1
prIndex;1.3.6.1.4.1.2021.2.1.1
prNames;1.3.6.1.4.1.2021.2.1.2
prMin;1.3.6.1.4.1.2021.2.1.3
prMax;1.3.6.1.4.1.2021.2.1.4
prCount;1.3.6.1.4.1.2021.2.1.5
prErrorFlag;1.3.6.1.4.1.2021.2.1.100
prErrMessage;1.3.6.1.4.1.2021.2.1.101
prErrFix;1.3.6.1.4.1.2021.2.1.102
prErrFixCmd;1.3.6.1.4.1.2021.2.1.103
memory;1.3.6.1.4.1.2021.4
memIndex;1.3.6.1.4.1.2021.4.1
memErrorName;1.3.6.1.4.1.2021.4.2
memTotalSwap;1.3.6.1.4.1.2021.4.3
memAvailSwap;1.3.6.1.4.1.2021.4.4
memTotalReal;1.3.6.1.4.1.2021.4.5
memAvailReal;1.3.6.1.4.1.2021.4.6
memTotalSwapTXT;1.3.6.1.4.1.2021.4.7
memAvailSwapTXT;1.3.6.1.4.1.2021.4.8
memTotalRealTXT;1.3.6.1.4.1.2021.4.9
memAvailRealTXT;1.3.6.1.4.1.2021.4.10
memTotalFree;1.3.6.1.4.1.2021.4.11
memMinimumSwap;1.3.6.1.4.1.2021.4.12
memShared;1.3.6.1.4.1.2021.4.13
memBuffer;1.3.6.1.4.1.2021.4.14
memCached;1.3.6.1.4.1.2021.4.15
memUsedSwapTXT;1.3.6.1.4.1.2021.4.16
memUsedRealTXT;1.3.6.1.4.1.2021.4.17
memSwapError;1.3.6.1.4.1.2021.4.100
memSwapErrorMsg;1.3.6.1.4.1.2021.4.101
extTable;1.3.6.1.4.1.2021.8
extEntry;1.3.6.1.4.1.2021.8.1
extIndex;1.3.6.1.4.1.2021.8.1.1
extNames;1.3.6.1.4.1.2021.8.1.2
extCommand;1.3.6.1.4.1.2021.8.1.3
extResult;1.3.6.1.4.1.2021.8.1.100
extOutput;1.3.6.1.4.1.2021.8.1.101
extErrFix;1.3.6.1.4.1.2021.8.1.102
extErrFixCmd;1.3.6.1.4.1.2021.8.1.103
dskTable;1.3.6.1.4.1.2021.9
dskEntry;1.3.6.1.4.1.2021.9.1
dskIndex;1.3.6.1.4.1.2021.9.1.1
dskPath;1.3.6.1.4.1.2021.9.1.2
dskDevice;1.3.6.1.4.1.2021.9.1.3
dskMinimum;1.3.6.1.4.1.2021.9.1.4
dskMinPercent;1.3.6.1.4.1.2021.9.1.5
dskTotal;1.3.6.1.4.1.2021.9.1.6
dskAvail;1.3.6.1.4.1.2021.9.1.7
dskUsed;1.3.6.1.4.1.2021.9.1.8
dskPercent;1.3.6.1.4.1.2021.9.1.9
dskPercentNode;1.3.6.1.4.1.2021.9.1.10
dskTotalLow;1.3.6.1.4.1.2021.9.1.11
dskTotalHigh;1.3.6.1.4.1.2021.9.1.12
dskAvailLow;1.3.6.1.4.1.2021.9.1.13
dskAvailHigh;1.3.6.1.4.1.2021.9.1.14
dskUsedLow;1.3.6.1.4.1.2021.9.1.15
dskUsedHigh;1.3.6.1.4.1.2021.9.1.16
dskErrorFlag;1.3.6.1.4.1.2021.9.1.100
dskErrorMsg;1.3.6.1.4.1.2021.9.1.101
laTable;1.3.6.1.4.1.2021.10
laEntry;1.3.6.1.4.1.2021.10.1
laIndex;1.3.6.1.4.1.2021.10.1.1
laNames;1.3.6.1.4.1.2021.10.1.2
laLoad;1.3.6.1.4.1.2021.10.1.3
laConfig;1.3.6.1.4.1.2021.10.1.4
laLoadInt;1.3.6.1.4.1.2021.10.1.5
laLoadFloat;1.3.6.1.4.1.2021.10.1.6
laErrorFlag;1.3.6.1.4.1.2021.10.1.100
laErrMessage;1.3.6.1.4.1.2021.10.1.101
systemStats;1.3.6.1.4.1.2021.11
ssIndex;1.3.6.1.4.1.2021.11.1
ssErrorName;1.3.6.1.4.1.2021.11.2
ssSwapIn;1.3.6.1.4.1.2021.11.3
ssSwapOut;1.3.6.1.4.1.2021.11.4
ssIOSent;1.3.6.1.4.1.2021.11.5
ssIOReceive;1.3.6.1.4.1.2021.11.6
ssSysInterrupts;1.3.6.1.4.1.2021.11.7
ssSysContext;1.3.6.1.4.1.2021.11.8
ssCpuUser;1.3.6.1.4.1.2021.11.9
ssCpuSystem;1.3.6.1.4.1.2021.11.10
ssCpuIdle;1.3.6.1.4.1.2021.11.11
ssCpuRawUser;1.3.6.1.4.1.2021.11.50
ssCpuRawNice;1.3.6.1.4.1.2021.11.51
ssCpuRawSystem;1.3.6.1.4.1.2021.11.52
ssCpuRawIdle;1.3.6.1.4.1.2021.11.53
ssCpuRawWait;1.3.6.1.4.1.2021.11.54
ssCpuRawKernel;1.3.6.1.4.1.2021.11.55
ssCpuRawInterrupt;1.3.6.1.4.1.2021.11.56
ssIORawSent;1.3.6.1.4.1.2021.11.57
ssIORawReceived;1.3.6.1.4.1.2021.11.58
ssRawInterrupts;1.3.6.1.4.1.2021.11.59
ssRawContexts;1.3.6.1.4.1.2021.11.60
ssCpuRawSoftIRQ;1.3.6.1.4.1.2021.11.61
ssRawSwapIn;1.3.6.1.4.1.2021.11.62
ssRawSwapOut;1.3.6.1.4.1.2021.11.63
ssCpuRawSteal;1.3.6.1.4.1.2021.11.64
ssCpuRawGuest;1.3.6.1.4.1.2021.11.65
ssCpuRawGuestNice;1.3.6.1.4.1.2021.11.66
ucdInternal;1.3.6.1.4.1.2021.12
ucdExperimental;1.3.6.1.4.1.2021.13
ucdIpFwAccMIB;1.3.6.1.4.1.2021.13.1
ipFwAccTable;1.3.6.1.4.1.2021.13.1.1
ipFwAccEntry;1.3.6.1.4.1.2021.13.1.1.1
ipFwAccIndex;1.3.6.1.4.1.2021.13.1.1.1.1
ipFwAccSrcAddr;1.3.6.1.4.1.2021.13.1.1.1.2
ipFwAccSrcNetMask;1.3.6.1.4.1.2021.13.1.1.1.3
ipFwAccDstAddr;1.3.6.1.4.1.2021.13.1.1.1.4
ipFwAccDstNetMask;1.3.6.1.4.1.2021.13.1.1.1.5
ipFwAccViaName;1.3.6.1.4.1.2021.13.1.1.1.6
ipFwAccViaAddr;1.3.6.1.4.1.2021.13.1.1.1.7
ipFwAccProto;1.3.6.1.4.1.2021.13.1.1.1.8
ipFwAccBidir;1.3.6.1.4.1.2021.13.1.1.1.9
ipFwAccDir;1.3.6.1.4.1.2021.13.1.1.1.10
ipFwAccBytes;1.3.6.1.4.1.2021.13.1.1.1.11
ipFwAccPackets;1.3.6.1.4.1.2021.13.1.1.1.12
ipFwAccNrSrcPorts;1.3.6.1.4.1.2021.13.1.1.1.13
ipFwAccNrDstPorts;1.3.6.1.4.1.2021.13.1.1.1.14
ipFwAccSrcIsRange;1.3.6.1.4.1.2021.13.1.1.1.15
ipFwAccDstIsRange;1.3.6.1.4.1.2021.13.1.1.1.16
ipFwAccPort1;1.3.6.1.4.1.2021.13.1.1.1.17
ipFwAccPort2;1.3.6.1.4.1.2021.13.1.1.1.18
ipFwAccPort3;1.3.6.1.4.1.2021.13.1.1.1.19
ipFwAccPort4;1.3.6.1.4.1.2021.13.1.1.1.20
ipFwAccPort5;1.3.6.1.4.1.2021.13.1.1.1.21
ipFwAccPort6;1.3.6.1.4.1.2021.13.1.1.1.22
ipFwAccPort7;1.3.6.1.4.1.2021.13.1.1.1.23
ipFwAccPort8;1.3.6.1.4.1.2021.13.1.1.1.24
ipFwAccPort9;1.3.6.1.4.1.2021.13.1.1.1.25
ipFwAccPort10;1.3.6.1.4.1.2021.13.1.1.1.26
ucdDlmodMIB;1.3.6.1.4.1.2021.13.14
dlmodNextIndex;1.3.6.1.4.1.2021.13.14.1
dlmodTable;1.3.6.1.4.1.2021.13.14.2
dlmodEntry;1.3.6.1.4.1.2021.13.14.2.1
dlmodIndex;1.3.6.1.4.1.2021.13.14.2.1.1
dlmodName;1.3.6.1.4.1.2021.13.14.2.1.2
dlmodPath;1.3.6.1.4.1.2021.13.14.2.1.3
dlmodError;1.3.6.1.4.1.2021.13.14.2.1.4
dlmodStatus;1.3.6.1.4.1.2021.13.14.2.1.5
ucdDiskIOMIB;1.3.6.1.4.1.2021.13.15
diskIOTable;1.3.6.1.4.1.2021.13.15.1
diskIOEntry;1.3.6.1.4.1.2021.13.15.1.1
diskIOIndex;1.3.6.1.4.1.2021.13.15.1.1.1
diskIODevice;1.3.6.1.4.1.2021.13.15.1.1.2
diskIONRead;1.3.6.1.4.1.2021.13.15.1.1.3
diskIONWritten;1.3.6.1.4.1.2021.13.15.1.1.4
diskIOReads;1.3.6.1.4.1.2021.13.15.1.1.5
diskIOWrites;1.3.6.1.4.1.2021.13.15.1.1.6
diskIOLA1;1.3.6.1.4.1.2021.13.15.1.1.9
diskIOLA5;1.3.6.1.4.1.2021.13.15.1.1.10
diskIOLA15;1.3.6.1.4.1.2021.13.15.1.1.11
diskIONReadX;1.3.6.1.4.1.2021.13.15.1.1.12
diskIONWrittenX;1.3.6.1.4.1.2021.13.15.1.1.13
lmSensors;1.3.6.1.4.1.2021.13.16
lmSensorsMIB;1.3.6.1.4.1.2021.13.16.1
lmTempSensorsTable;1.3.6.1.4.1.2021.13.16.2
lmTempSensorsEntry;1.3.6.1.4.1.2021.13.16.2.1
lmTempSensorsIndex;1.3.6.1.4.1.2021.13.16.2.1.1
lmTempSensorsDevice;1.3.6.1.4.1.2021.13.16.2.1.2
lmTempSensorsValue;1.3.6.1.4.1.2021.13.16.2.1.3
lmFanSensorsTable;1.3.6.1.4.1.2021.13.16.3
lmFanSensorsEntry;1.3.6.1.4.1.2021.13.16.3.1
lmFanSensorsIndex;1.3.6.1.4.1.2021.13.16.3.1.1
lmFanSensorsDevice;1.3.6.1.4.1.2021.13.16.3.1.2
lmFanSensorsValue;1.3.6.1.4.1.2021.13.16.3.1.3
lmVoltSensorsTable;1.3.6.1.4.1.2021.13.16.4
lmVoltSensorsEntry;1.3.6.1.4.1.2021.13.16.4.1
lmVoltSensorsIndex;1.3.6.1.4.1.2021.13.16.4.1.1
lmVoltSensorsDevice;1.3.6.1.4.1.2021.13.16.4.1.2
lmVoltSensorsValue;1.3.6.1.4.1.2021.13.16.4.1.3
lmMiscSensorsTable;1.3.6.1.4.1.2021.13.16.5
lmMiscSensorsEntry;1.3.6.1.4.1.2021.13.16.5.1
lmMiscSensorsIndex;1.3.6.1.4.1.2021.13.16.5.1.1
lmMiscSensorsDevice;1.3.6.1.4.1.2021.13.16.5.1.2
lmMiscSensorsValue;1.3.6.1.4.1.2021.13.16.5.1.3
ucdDemoMIB;1.3.6.1.4.1.2021.14
ucdDemoMIBObjects;1.3.6.1.4.1.2021.14.1
ucdDemoPublic;1.3.6.1.4.1.2021.14.1.1
ucdDemoResetKeys;1.3.6.1.4.1.2021.14.1.1.1
ucdDemoPublicString;1.3.6.1.4.1.2021.14.1.1.2
ucdDemoUserList;1.3.6.1.4.1.2021.14.1.1.3
ucdDemoPassphrase;1.3.6.1.4.1.2021.14.1.1.4
fileTable;1.3.6.1.4.1.2021.15
fileEntry;1.3.6.1.4.1.2021.15.1
fileIndex;1.3.6.1.4.1.2021.15.1.1
fileName;1.3.6.1.4.1.2021.15.1.2
fileSize;1.3.6.1.4.1.2021.15.1.3
fileMax;1.3.6.1.4.1.2021.15.1.4
fileErrorFlag;1.3.6.1.4.1.2021.15.1.100
fileErrorMsg;1.3.6.1.4.1.2021.15.1.101
logMatch;1.3.6.1.4.1.2021.16
logMatchMaxEntries;1.3.6.1.4.1.2021.16.1
logMatchTable;1.3.6.1.4.1.2021.16.2
logMatchEntry;1.3.6.1.4.1.2021.16.2.1
logMatchIndex;1.3.6.1.4.1.2021.16.2.1.1
logMatchName;1.3.6.1.4.1.2021.16.2.1.2
logMatchFilename;1.3.6.1.4.1.2021.16.2.1.3
logMatchRegEx;1.3.6.1.4.1.2021.16.2.1.4
logMatchGlobalCounter;1.3.6.1.4.1.2021.16.2.1.5
logMatchGlobalCount;1.3.6.1.4.1.2021.16.2.1.6
logMatchCurrentCounter;1.3.6.1.4.1.2021.16.2.1.7
logMatchCurrentCount;1.3.6.1.4.1.2021.16.2.1.8
logMatchCounter;1.3.6.1.4.1.2021.16.2.1.9
logMatchCount;1.3.6.1.4.1.2021.16.2.1.10
logMatchCycle;1.3.6.1.4.1.2021.16.2.1.11
logMatchErrorFlag;1.3.6.1.4.1.2021.16.2.1.100
logMatchRegExCompilation;1.3.6.1.4.1.2021.16.2.1.101
version;1.3.6.1.4.1.2021.100
versionIndex;1.3.6.1.4.1.2021.100.1
versionTag;1.3.6.1.4.1.2021.100.2
versionDate;1.3.6.1.4.1.2021.100.3
versionCDate;1.3.6.1.4.1.2021.100.4
versionIdent;1.3.6.1.4.1.2021.100.5
versionConfigureOptions;1.3.6.1.4.1.2021.100.6
versionClearCache;1.3.6.1.4.1.2021.100.10
versionUpdateConfig;1.3.6.1.4.1.2021.100.11
versionRestartAgent;1.3.6.1.4.1.2021.100.12
versionSavePersistentData;1.3.6.1.4.1.2021.100.13
versionDoDebugging;1.3.6.1.4.1.2021.100.20
snmperrs;1.3.6.1.4.1.2021.101
snmperrIndex;1.3.6.1.4.1.2021.101.1
snmperrNames;1.3.6.1.4.1.2021.101.2
snmperrErrorFlag;1.3.6.1.4.1.2021.101.100
snmperrErrMessage;1.3.6.1.4.1.2021.101.101
mrTable;1.3.6.1.4.1.2021.102
mrEntry;1.3.6.1.4.1.2021.102.1
mrIndex;1.3.6.1.4.1.2021.102.1.1
mrModuleName;1.3.6.1.4.1.2021.102.1.2
ucdSnmpAgent;1.3.6.1.4.1.2021.250
hpux9;1.3.6.1.4.1.2021.250.1
sunos4;1.3.6.1.4.1.2021.250.2
solaris;1.3.6.1.4.1.2021.250.3
osf;1.3.6.1.4.1.2021.250.4
ultrix;1.3.6.1.4.1.2021.250.5
hpux10;1.3.6.1.4.1.2021.250.6
netbsd1;1.3.6.1.4.1.2021.250.7
freebsd;1.3.6.1.4.1.2021.250.8
irix;1.3.6.1.4.1.2021.250.9
linux;1.3.6.1.4.1.2021.250.10
bsdi;1.3.6.1.4.1.2021.250.11
openbsd;1.3.6.1.4.1.2021.250.12
win32;1.3.6.1.4.1.2021.250.13
hpux11;1.3.6.1.4.1.2021.250.14
aix;1.3.6.1.4.1.2021.250.15
macosx;1.3.6.1.4.1.2021.250.16
dragonfly;1.3.6.1.4.1.2021.250.17
unknown;1.3.6.1.4.1.2021.250.255
ucdTraps;1.3.6.1.4.1.2021.251
ucdStart;1.3.6.1.4.1.2021.251.1
ucdShutdown;1.3.6.1.4.1.2021.251.2
demonotifs;1.3.6.1.4.1.2021.991
demo-notif;1.3.6.1.4.1.2021.991.17
juniperMIB;1.3.6.1.4.1.2636
jnxProducts;1.3.6.1.4.1.2636.1
jnxMediaFlow;1.3.6.1.4.1.2636.1.2
jnxJunosSpace;1.3.6.1.4.1.2636.1.3
jnxReservedProducts3;1.3.6.1.4.1.2636.1.4
jnxReservedProducts4;1.3.6.1.4.1.2636.1.5
jnxReservedProducts5;1.3.6.1.4.1.2636.1.6
jnxSDKApplicationsRoot;1.3.6.1.4.1.2636.1.7
jnxJAB;1.3.6.1.4.1.2636.1.8
jnxStrm;1.3.6.1.4.1.2636.1.9
jnxServices;1.3.6.1.4.1.2636.2
jnxMibs;1.3.6.1.4.1.2636.3
jnxIpv6;1.3.6.1.4.1.2636.3.11
jnxIpv6Stats;1.3.6.1.4.1.2636.3.11.1
jnxIpv6GlobalStats;1.3.6.1.4.1.2636.3.11.1.1
jnxIpv6StatsReceives;1.3.6.1.4.1.2636.3.11.1.1.1
jnxIpv6StatsTooShorts;1.3.6.1.4.1.2636.3.11.1.1.2
jnxIpv6StatsTooSmalls;1.3.6.1.4.1.2636.3.11.1.1.3
jnxIpv6StatsBadOptions;1.3.6.1.4.1.2636.3.11.1.1.4
jnxIpv6StatsBadVersions;1.3.6.1.4.1.2636.3.11.1.1.5
jnxIpv6StatsFragments;1.3.6.1.4.1.2636.3.11.1.1.6
jnxIpv6StatsFragDrops;1.3.6.1.4.1.2636.3.11.1.1.7
jnxIpv6StatsFragTimeOuts;1.3.6.1.4.1.2636.3.11.1.1.8
jnxIpv6StatsFragOverFlows;1.3.6.1.4.1.2636.3.11.1.1.9
jnxIpv6StatsReasmOKs;1.3.6.1.4.1.2636.3.11.1.1.10
jnxIpv6StatsDelivers;1.3.6.1.4.1.2636.3.11.1.1.11
jnxIpv6StatsForwards;1.3.6.1.4.1.2636.3.11.1.1.12
jnxIpv6StatsUnreachables;1.3.6.1.4.1.2636.3.11.1.1.13
jnxIpv6StatsRedirects;1.3.6.1.4.1.2636.3.11.1.1.14
jnxIpv6StatsOutRequests;1.3.6.1.4.1.2636.3.11.1.1.15
jnxIpv6StatsRawOuts;1.3.6.1.4.1.2636.3.11.1.1.16
jnxIpv6StatsOutDiscards;1.3.6.1.4.1.2636.3.11.1.1.17
jnxIpv6StatsOutNoRoutes;1.3.6.1.4.1.2636.3.11.1.1.18
jnxIpv6StatsOutFragOKs;1.3.6.1.4.1.2636.3.11.1.1.19
jnxIpv6StatsOutFragCreates;1.3.6.1.4.1.2636.3.11.1.1.20
jnxIpv6StatsOutFragFails;1.3.6.1.4.1.2636.3.11.1.1.21
jnxIpv6StatsBadScopes;1.3.6.1.4.1.2636.3.11.1.1.22
jnxIpv6StatsNotMcastMembers;1.3.6.1.4.1.2636.3.11.1.1.23
jnxIpv6StatsHdrNotContinuous;1.3.6.1.4.1.2636.3.11.1.1.24
jnxIpv6StatsNoGifs;1.3.6.1.4.1.2636.3.11.1.1.25
jnxIpv6StatsTooManyHdrs;1.3.6.1.4.1.2636.3.11.1.1.26
jnxIpv6StatsForwCacheHits;1.3.6.1.4.1.2636.3.11.1.1.27
jnxIpv6StatsForwCacheMisses;1.3.6.1.4.1.2636.3.11.1.1.28
jnxIpv6StatsOutDeadNextHops;1.3.6.1.4.1.2636.3.11.1.1.29
jnxIpv6StatsOptRateDrops;1.3.6.1.4.1.2636.3.11.1.1.30
jnxIpv6StatsMCNoDests;1.3.6.1.4.1.2636.3.11.1.1.31
jnxIpv6StatsInHopByHops;1.3.6.1.4.1.2636.3.11.1.1.32
jnxIpv6StatsInIcmps;1.3.6.1.4.1.2636.3.11.1.1.33
jnxIpv6StatsInIgmps;1.3.6.1.4.1.2636.3.11.1.1.34
jnxIpv6StatsInIps;1.3.6.1.4.1.2636.3.11.1.1.35
jnxIpv6StatsInTcps;1.3.6.1.4.1.2636.3.11.1.1.36
jnxIpv6StatsInUdps;1.3.6.1.4.1.2636.3.11.1.1.37
jnxIpv6StatsInIdps;1.3.6.1.4.1.2636.3.11.1.1.38
jnxIpv6StatsInTps;1.3.6.1.4.1.2636.3.11.1.1.39
jnxIpv6StatsInIpv6s;1.3.6.1.4.1.2636.3.11.1.1.40
jnxIpv6StatsInRoutings;1.3.6.1.4.1.2636.3.11.1.1.41
jnxIpv6StatsInFrags;1.3.6.1.4.1.2636.3.11.1.1.42
jnxIpv6StatsInEsps;1.3.6.1.4.1.2636.3.11.1.1.43
jnxIpv6StatsInAhs;1.3.6.1.4.1.2636.3.11.1.1.44
jnxIpv6StatsInIcmpv6s;1.3.6.1.4.1.2636.3.11.1.1.45
jnxIpv6StatsInNoNhs;1.3.6.1.4.1.2636.3.11.1.1.46
jnxIpv6StatsInDestOpts;1.3.6.1.4.1.2636.3.11.1.1.47
jnxIpv6StatsInIsoIps;1.3.6.1.4.1.2636.3.11.1.1.48
jnxIpv6StatsInOspfs;1.3.6.1.4.1.2636.3.11.1.1.49
jnxIpv6StatsInEths;1.3.6.1.4.1.2636.3.11.1.1.50
jnxIpv6StatsInPims;1.3.6.1.4.1.2636.3.11.1.1.51
jnxIcmpv6GlobalStats;1.3.6.1.4.1.2636.3.11.1.2
jnxIcmpv6StatsErrors;1.3.6.1.4.1.2636.3.11.1.2.1
jnxIcmpv6StatsCantErrors;1.3.6.1.4.1.2636.3.11.1.2.2
jnxIcmpv6StatsTooFreqs;1.3.6.1.4.1.2636.3.11.1.2.3
jnxIcmpv6StatsBadCodes;1.3.6.1.4.1.2636.3.11.1.2.4
jnxIcmpv6StatsTooShorts;1.3.6.1.4.1.2636.3.11.1.2.5
jnxIcmpv6StatsBadChecksums;1.3.6.1.4.1.2636.3.11.1.2.6
jnxIcmpv6StatsBadLenths;1.3.6.1.4.1.2636.3.11.1.2.7
jnxIcmpv6StatsNoRoutes;1.3.6.1.4.1.2636.3.11.1.2.8
jnxIcmpv6StatsAdminProhibits;1.3.6.1.4.1.2636.3.11.1.2.9
jnxIcmpv6StatsBeyondScopes;1.3.6.1.4.1.2636.3.11.1.2.10
jnxIcmpv6StatsAddrUnreachs;1.3.6.1.4.1.2636.3.11.1.2.11
jnxIcmpv6StatsPortUnreachs;1.3.6.1.4.1.2636.3.11.1.2.12
jnxIcmpv6StatsTooBigs;1.3.6.1.4.1.2636.3.11.1.2.13
jnxIcmpv6StatsExceedTrans;1.3.6.1.4.1.2636.3.11.1.2.14
jnxIcmpv6StatsExceedReasms;1.3.6.1.4.1.2636.3.11.1.2.15
jnxIcmpv6StatsBadHdrFields;1.3.6.1.4.1.2636.3.11.1.2.16
jnxIcmpv6StatsBadNextHdrs;1.3.6.1.4.1.2636.3.11.1.2.17
jnxIcmpv6StatsBadOptions;1.3.6.1.4.1.2636.3.11.1.2.18
jnxIcmpv6StatsRedirects;1.3.6.1.4.1.2636.3.11.1.2.19
jnxIcmpv6StatsOthers;1.3.6.1.4.1.2636.3.11.1.2.20
jnxIcmpv6StatsResponses;1.3.6.1.4.1.2636.3.11.1.2.21
jnxIcmpv6StatsExcessNDOptions;1.3.6.1.4.1.2636.3.11.1.2.22
jnxIcmpv6StatsInUnreachables;1.3.6.1.4.1.2636.3.11.1.2.23
jnxIcmpv6StatsInPktTooBigs;1.3.6.1.4.1.2636.3.11.1.2.24
jnxIcmpv6StatsInTimeExceeds;1.3.6.1.4.1.2636.3.11.1.2.25
jnxIcmpv6StatsInParamProbs;1.3.6.1.4.1.2636.3.11.1.2.26
jnxIcmpv6StatsInEchoReqs;1.3.6.1.4.1.2636.3.11.1.2.27
jnxIcmpv6StatsInEchoReplies;1.3.6.1.4.1.2636.3.11.1.2.28
jnxIcmpv6StatsInMLQueries;1.3.6.1.4.1.2636.3.11.1.2.29
jnxIcmpv6StatsInMLReports;1.3.6.1.4.1.2636.3.11.1.2.30
jnxIcmpv6StatsInMLDones;1.3.6.1.4.1.2636.3.11.1.2.31
jnxIcmpv6StatsInRtrSolicits;1.3.6.1.4.1.2636.3.11.1.2.32
jnxIcmpv6StatsInRtrAdvs;1.3.6.1.4.1.2636.3.11.1.2.33
jnxIcmpv6StatsInNbrSolicits;1.3.6.1.4.1.2636.3.11.1.2.34
jnxIcmpv6StatsInNbrAdvs;1.3.6.1.4.1.2636.3.11.1.2.35
jnxIcmpv6StatsInRedirects;1.3.6.1.4.1.2636.3.11.1.2.36
jnxIcmpv6StatsInRtrRenumbers;1.3.6.1.4.1.2636.3.11.1.2.37
jnxIcmpv6StatsInNIReqs;1.3.6.1.4.1.2636.3.11.1.2.38
jnxIcmpv6StatsInNIReplies;1.3.6.1.4.1.2636.3.11.1.2.39
jnxIcmpv6StatsOutUnreachables;1.3.6.1.4.1.2636.3.11.1.2.40
jnxIcmpv6StatsOutPktTooBigs;1.3.6.1.4.1.2636.3.11.1.2.41
jnxIcmpv6StatsOutTimeExceeds;1.3.6.1.4.1.2636.3.11.1.2.42
jnxIcmpv6StatsOutParamProbs;1.3.6.1.4.1.2636.3.11.1.2.43
jnxIcmpv6StatsOutEchoReqs;1.3.6.1.4.1.2636.3.11.1.2.44
jnxIcmpv6StatsOutEchoReplies;1.3.6.1.4.1.2636.3.11.1.2.45
jnxIcmpv6StatsOutMLQueries;1.3.6.1.4.1.2636.3.11.1.2.46
jnxIcmpv6StatsOutMLReports;1.3.6.1.4.1.2636.3.11.1.2.47
jnxIcmpv6StatsOutMLDones;1.3.6.1.4.1.2636.3.11.1.2.48
jnxIcmpv6StatsOutRtrSolicits;1.3.6.1.4.1.2636.3.11.1.2.49
jnxIcmpv6StatsOutRtrAdvs;1.3.6.1.4.1.2636.3.11.1.2.50
jnxIcmpv6StatsOutNbrSolicits;1.3.6.1.4.1.2636.3.11.1.2.51
jnxIcmpv6StatsOutNbrAdvs;1.3.6.1.4.1.2636.3.11.1.2.52
jnxIcmpv6StatsOutRedirects;1.3.6.1.4.1.2636.3.11.1.2.53
jnxIcmpv6StatsOutRtrRenumbers;1.3.6.1.4.1.2636.3.11.1.2.54
jnxIcmpv6StatsOutNIReqs;1.3.6.1.4.1.2636.3.11.1.2.55
jnxIcmpv6StatsOutNIReplies;1.3.6.1.4.1.2636.3.11.1.2.56
jnxIpv6IfStats;1.3.6.1.4.1.2636.3.11.1.3
jnxIpv6IfStatsTable;1.3.6.1.4.1.2636.3.11.1.3.1
jnxIpv6IfStatsEntry;1.3.6.1.4.1.2636.3.11.1.3.1.1
jnxIpv6IfInOctets;1.3.6.1.4.1.2636.3.11.1.3.1.1.1
jnxIpv6IfOutOctets;1.3.6.1.4.1.2636.3.11.1.3.1.1.2
jnxJsMibRoot;1.3.6.1.4.1.2636.3.39
jnxExMibRoot;1.3.6.1.4.1.2636.3.40
jnxWxMibRoot;1.3.6.1.4.1.2636.3.41
jnxDcfMibRoot;1.3.6.1.4.1.2636.3.42
jnxReservedMibs5;1.3.6.1.4.1.2636.3.43
jnxPfeMibRoot;1.3.6.1.4.1.2636.3.44
jnxBfdMibRoot;1.3.6.1.4.1.2636.3.45
jnxXstpMibs;1.3.6.1.4.1.2636.3.46
jnxUtilMibRoot;1.3.6.1.4.1.2636.3.47
jnxl2aldMibRoot;1.3.6.1.4.1.2636.3.48
jnxL2tpMibRoot;1.3.6.1.4.1.2636.3.49
jnxRpmMibRoot;1.3.6.1.4.1.2636.3.50
jnxUserAAAMibRoot;1.3.6.1.4.1.2636.3.51
jnxIpSecMibRoot;1.3.6.1.4.1.2636.3.52
jnxL2cpMibRoot;1.3.6.1.4.1.2636.3.53
jnxPwTdmMibRoot;1.3.6.1.4.1.2636.3.54
jnxPwTCMibRoot;1.3.6.1.4.1.2636.3.55
jnxOtnMibRoot;1.3.6.1.4.1.2636.3.56
jnxPsuMIBRoot;1.3.6.1.4.1.2636.3.58
jnxSvcsMibRoot;1.3.6.1.4.1.2636.3.59
jnxDomMibRoot;1.3.6.1.4.1.2636.3.60
jnxJdhcpMibRoot;1.3.6.1.4.1.2636.3.61
jnxJdhcpv6MibRoot;1.3.6.1.4.1.2636.3.62
jnxLicenseMibRoot;1.3.6.1.4.1.2636.3.63
jnxSubscriberMibRoot;1.3.6.1.4.1.2636.3.64
jnxMagMibRoot;1.3.6.1.4.1.2636.3.65
jnxMobileGatewayMibRoot;1.3.6.1.4.1.2636.3.66
jnxPppoeMibRoot;1.3.6.1.4.1.2636.3.67
jnxPppMibRoot;1.3.6.1.4.1.2636.3.68
jnxJVAEMibRoot;1.3.6.1.4.1.2636.3.69
